sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;225  ;1  ;-1.1326e+05  ;-7.5457e+06  ;6.5115e+07  ;1.1103e+07  ;6.5664e+07
  ;  ;2  ;-1.1403e+05  ;4.413e+06  ;5.8551e+07  ;1.1103e+07  ;5.8831e+07
  ;226  ;1  ;-4.3107e+05  ;-1.9769e+05  ;5.8929e+07  ;1.0817e+07  ;5.9361e+07
  ;  ;2  ;-4.3196e+05  ;1.1881e+07  ;5.269e+07  ;1.0817e+07  ;5.4445e+07
  ;227  ;1  ;-7.3742e+05  ;7.2089e+06  ;5.3154e+07  ;1.1271e+07  ;5.4378e+07
  ;  ;2  ;-7.3841e+05  ;1.9424e+07  ;4.7411e+07  ;1.1271e+07  ;5.1974e+07
  ;228  ;1  ;-1.0238e+06  ;1.4488e+07  ;4.7991e+07  ;1.2452e+07  ;5.1154e+07
  ;  ;2  ;-1.0248e+06  ;2.6841e+07  ;4.2907e+07  ;1.2452e+07  ;5.1636e+07
Beam-24(Circuler tube 1X0.06(16_GAUGE)(56)[14])  ;  ;  ;  ;  ;  ;  ;
  ;229  ;1  ;71,514  ;555.84  ;650.86  ;-0  ;72,370
  ;  ;2  ;71,431  ;-555.15  ;-710.85  ;0  ;72,333
  ;230  ;1  ;-5.7596e+08  ;-1.8132e+08  ;-5.3476e+07  ;4.4771e+07  ;7.65e+08
  ;  ;2  ;-5.7596e+08  ;-1.6197e+08  ;-5.026e+07  ;4.4771e+07  ;7.4555e+08
  ;231  ;1  ;-5.7596e+08  ;-1.6197e+08  ;-5.0259e+07  ;4.4771e+07  ;7.4555e+08
  ;  ;2  ;-5.7596e+08  ;-1.4263e+08  ;-4.7068e+07  ;4.4771e+07  ;7.2616e+08
  ;232  ;1  ;-5.7596e+08  ;-1.4263e+08  ;-4.7069e+07  ;4.4771e+07  ;7.2616e+08
  ;  ;2  ;-5.7596e+08  ;-1.2329e+08  ;-4.39e+07  ;4.4771e+07  ;7.0683e+08
  ;233  ;1  ;-5.7596e+08  ;-1.2329e+08  ;-4.3901e+07  ;4.4771e+07  ;7.0683e+08
  ;  ;2  ;-5.7596e+08  ;-1.0395e+08  ;-4.0755e+07  ;4.4771e+07  ;6.8761e+08
  ;234  ;1  ;-5.7596e+08  ;-1.0395e+08  ;-4.0754e+07  ;4.4771e+07  ;6.8761e+08
  ;  ;2  ;-5.7596e+08  ;-8.4602e+07  ;-3.7628e+07  ;4.4771e+07  ;6.6856e+08
  ;235  ;1  ;-5.7596e+08  ;-8.4602e+07  ;-3.7628e+07  ;4.4771e+07  ;6.6856e+08
  ;  ;2  ;-5.7596e+08  ;-6.5257e+07  ;-3.4522e+07  ;4.4771e+07  ;6.4979e+08
  ;236  ;1  ;-5.7596e+08  ;-6.5257e+07  ;-3.4523e+07  ;4.4771e+07  ;6.4979e+08
  ;  ;2  ;-5.7597e+08  ;-4.5914e+07  ;-3.1443e+07  ;4.4771e+07  ;6.3161e+08
  ;237  ;1  ;-5.7597e+08  ;-4.5914e+07  ;-3.1443e+07  ;4.4771e+07  ;6.3161e+08
  ;  ;2  ;-5.7597e+08  ;-2.6569e+07  ;-2.8384e+07  ;4.4771e+07  ;6.1484e+08
  ;238  ;1  ;-5.7597e+08  ;-2.6568e+07  ;-2.8384e+07  ;4.4771e+07  ;6.1484e+08
  ;  ;2  ;-5.7597e+08  ;-7.2256e+06  ;-2.5349e+07  ;4.4771e+07  ;6.0232e+08
  ;239  ;1  ;-5.7597e+08  ;-7.2257e+06  ;-2.5349e+07  ;4.4771e+07  ;6.0232e+08
  ;  ;2  ;-5.7597e+08  ;1.212e+07  ;-2.2332e+07  ;4.4771e+07  ;6.0138e+08
  ;240  ;1  ;-5.7597e+08  ;1.212e+07  ;-2.2332e+07  ;4.4771e+07  ;6.0138e+08
  ;  ;2  ;-5.7597e+08  ;3.1464e+07  ;-1.9336e+07  ;4.4771e+07  ;6.129e+08
  ;241  ;1  ;-5.7597e+08  ;3.1464e+07  ;-1.9336e+07  ;4.4771e+07  ;6.129e+08
  ;  ;2  ;-5.7597e+08  ;5.0811e+07  ;-1.6367e+07  ;4.4771e+07  ;6.2935e+08
  ;242  ;1  ;-5.7597e+08  ;5.0811e+07  ;-1.6367e+07  ;4.4771e+07  ;6.2935e+08
  ;  ;2  ;-5.7597e+08  ;7.0155e+07  ;-1.3418e+07  ;4.4771e+07  ;6.474e+08
  ;243  ;1  ;-5.7597e+08  ;7.0155e+07  ;-1.3418e+07  ;4.4771e+07  ;6.474e+08
  ;  ;2  ;-5.7597e+08  ;8.9502e+07  ;-1.0489e+07  ;4.4771e+07  ;6.6608e+08
  ;244  ;1  ;-5.7597e+08  ;8.9502e+07  ;-1.0489e+07  ;4.4771e+07  ;6.6608e+08
  ;  ;2  ;-5.7597e+08  ;1.0885e+08  ;-7.5842e+06  ;4.4771e+07  ;6.8508e+08
  ;245  ;1  ;-5.7597e+08  ;1.0885e+08  ;-7.5839e+06  ;4.4771e+07  ;6.8508e+08
  ;  ;2  ;-5.7597e+08  ;1.2819e+08  ;-4.7015e+06  ;4.4771e+07  ;7.0425e+08
  ;246  ;1  ;-5.7597e+08  ;1.2819e+08  ;-4.7015e+06  ;4.4771e+07  ;7.0425e+08
  ;  ;2  ;-5.7597e+08  ;1.4754e+08  ;-1.8388e+06  ;4.4771e+07  ;7.2353e+08
  ;247  ;1  ;-5.7597e+08  ;1.4754e+08  ;-1.8393e+06  ;4.4771e+07  ;7.2353e+08
  ;  ;2  ;-5.7597e+08  ;1.6689e+08  ;9.9906e+05  ;4.4771e+07  ;7.4286e+08
  ;248  ;1  ;-5.7597e+08  ;1.6689e+08  ;9.9906e+05  ;4.4771e+07  ;7.4286e+08
  ;  ;2  ;-5.7597e+08  ;1.8623e+08  ;3.8154e+06  ;4.4771e+07  ;7.6224e+08
  ;249  ;1  ;-5.7597e+08  ;1.8623e+08  ;3.8164e+06  ;4.4771e+07  ;7.6224e+08
  ;  ;2  ;-5.7597e+08  ;2.0558e+08  ;6.6138e+06  ;4.4771e+07  ;7.8166e+08
  ;250  ;1  ;-5.7597e+08  ;2.0558e+08  ;6.6127e+06  ;4.4771e+07  ;7.8166e+08
  ;  ;2  ;-5.7597e+08  ;2.2493e+08  ;9.3881e+06  ;4.4771e+07  ;8.011e+08
  ;251  ;1  ;-5.7597e+08  ;2.2493e+08  ;9.3895e+06  ;4.4771e+07  ;8.011e+08
  ;  ;2  ;-5.7598e+08  ;2.4428e+08  ;1.214e+07  ;4.4771e+07  ;8.2055e+08
  ;252  ;1  ;-5.7598e+08  ;2.4428e+08  ;1.214e+07  ;4.4771e+07  ;8.2055e+08
  ;  ;2  ;-5.7598e+08  ;2.6363e+08  ;1.4871e+07  ;4.4771e+07  ;8.4002e+08
Beam-25(Circuler tube 1X0.06(16_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;
  ;253  ;1  ;-8.2383e+07  ;-1.2787e+09  ;3.3043e+08  ;-5.6099e+08  ;1.4031e+09
  ;  ;2  ;-8.238e+07  ;-7.2595e+08  ;1.4007e+08  ;-5.6099e+08  ;8.2172e+08
  ;254  ;1  ;-8.238e+07  ;-7.2595e+08  ;1.4007e+08  ;-5.6099e+08  ;8.2172e+08
  ;  ;2  ;-8.2377e+07  ;-1.7322e+08  ;-5.0297e+07  ;-5.6099e+08  ;2.6275e+08
  ;255  ;1  ;-8.2377e+07  ;-1.7322e+08  ;-5.0297e+07  ;-5.6099e+08  ;2.6275e+08
  ;  ;2  ;-8.2374e+07  ;3.7951e+08  ;-2.4067e+08  ;-5.6099e+08  ;5.3176e+08
  ;256  ;1  ;-8.2374e+07  ;3.7951e+08  ;-2.4067e+08  ;-5.6099e+08  ;5.3176e+08
  ;  ;2  ;-8.2371e+07  ;9.3224e+08  ;-4.3104e+08  ;-5.6099e+08  ;1.1094e+09
Beam-26(Circuler tube 1X0.06(16_GAUGE)(6)[3])  ;  ;  ;  ;  ;  ;  ;
  ;257  ;1  ;-9.863e+08  ;2.0572e+09  ;2.3249e+09  ;4.8033e+07  ;4.0907e+09
  ;  ;2  ;-9.863e+08  ;1.8821e+09  ;2.0855e+09  ;4.8033e+07  ;3.7955e+09
  ;258  ;1  ;-9.863e+08  ;1.8821e+09  ;2.0855e+09  ;4.8034e+07  ;3.7955e+09
  ;  ;2  ;-9.863e+08  ;1.7069e+09  ;1.846e+09  ;4.8034e+07  ;3.5006e+09
  ;259  ;1  ;-9.863e+08  ;1.707e+09  ;1.846e+09  ;4.8033e+07  ;3.5006e+09
  ;  ;2  ;-9.863e+08  ;1.5318e+09  ;1.6066e+09  ;4.8033e+07  ;3.2061e+09
  ;260  ;1  ;-9.863e+08  ;1.5318e+09  ;1.6066e+09  ;4.8034e+07  ;3.2061e+09
  ;  ;2  ;-9.863e+08  ;1.3567e+09  ;1.3671e+09  ;4.8034e+07  ;2.9123e+09
  ;261  ;1  ;-9.863e+08  ;1.3567e+09  ;1.3671e+09  ;4.8033e+07  ;2.9123e+09
  ;  ;2  ;-9.863e+08  ;1.1816e+09  ;1.1276e+09  ;4.8033e+07  ;2.6196e+09
  ;262  ;1  ;-9.863e+08  ;1.1816e+09  ;1.1276e+09  ;4.8033e+07  ;2.6196e+09
  ;  ;2  ;-9.8629e+08  ;1.0064e+09  ;8.8808e+08  ;4.8033e+07  ;2.3285e+09
  ;263  ;1  ;-9.8629e+08  ;1.0064e+09  ;8.8808e+08  ;4.8034e+07  ;2.3285e+09
  ;  ;2  ;-9.8629e+08  ;8.3129e+08  ;6.4855e+08  ;4.8034e+07  ;2.0406e+09
  ;264  ;1  ;-9.8629e+08  ;8.3129e+08  ;6.4854e+08  ;4.8033e+07  ;2.0406e+09
  ;  ;2  ;-9.8629e+08  ;6.5616e+08  ;4.0898e+08  ;4.8033e+07  ;1.7595e+09
  ;265  ;1  ;-9.9473e+08  ;6.0624e+08  ;2.8701e+08  ;1.8663e+07  ;1.6655e+09
  ;  ;2  ;-9.9473e+08  ;4.8845e+08  ;2.1194e+08  ;1.8663e+07  ;1.5272e+09
  ;266  ;1  ;-9.9473e+08  ;4.8845e+08  ;2.1194e+08  ;1.8663e+07  ;1.5272e+09
  ;  ;2  ;-9.9473e+08  ;3.7066e+08  ;1.3685e+08  ;1.8663e+07  ;1.3898e+09
  ;267  ;1  ;-9.9473e+08  ;3.7066e+08  ;1.3685e+08  ;1.8663e+07  ;1.3898e+09
  ;  ;2  ;-9.9473e+08  ;2.5287e+08  ;6.1739e+07  ;1.8663e+07  ;1.255e+09
  ;268  ;1  ;-9.9473e+08  ;2.5287e+08  ;6.1739e+07  ;1.8663e+07  ;1.255e+09
  ;  ;2  ;-9.9473e+08  ;1.3508e+08  ;-1.3398e+07  ;1.8663e+07  ;1.1305e+09
  ;269  ;1  ;-9.9473e+08  ;1.3508e+08  ;-1.3398e+07  ;1.8663e+07  ;1.1305e+09
  ;  ;2  ;-9.9473e+08  ;1.7294e+07  ;-8.8551e+07  ;1.8663e+07  ;1.085e+09
  ;270  ;1  ;-9.9473e+08  ;1.7294e+07  ;-8.8551e+07  ;1.8663e+07  ;1.085e+09
  ;  ;2  ;-9.9473e+08  ;-1.005e+08  ;-1.6372e+08  ;1.8663e+07  ;1.1868e+09
  ;271  ;1  ;-9.9473e+08  ;-1.005e+08  ;-1.6372e+08  ;1.8663e+07  ;1.1868e+09
  ;  ;2  ;-9.9473e+08  ;-2.1829e+08  ;-2.3892e+08  ;1.8663e+07  ;1.3184e+09
  ;272  ;1  ;-9.9473e+08  ;-2.1829e+08  ;-2.3892e+08  ;1.8663e+07  ;1.3184e+09
  ;  ;2  ;-9.9473e+08  ;-3.3608e+08  ;-3.1414e+08  ;1.8663e+07  ;1.4548e+09
Beam-27(Circuler tube 1X0.06(16_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;
  ;273  ;1  ;-14,379  ;4.0918  ;20,644  ;-0.9271  ;35,024
  ;  ;2  ;-14,379  ;3.068  ;-23,210  ;-0.9271  ;37,589
  ;274  ;1  ;-14,379  ;3.068  ;-23,210  ;-0.9271  ;37,589
  ;  ;2  ;-14,379  ;2.0442  ;-45,193  ;-0.9271  ;59,572
  ;275  ;1  ;-14,379  ;2.0442  ;-45,193  ;-0.9271  ;59,572
  ;  ;2  ;-14,379  ;1.0204  ;-45,306  ;-0.9271  ;59,685
  ;276  ;1  ;-14,379  ;1.0204  ;-45,306  ;-0.9271  ;59,685
  ;  ;2  ;-14,379  ;-0.0033408  ;-23,548  ;-0.9271  ;37,927
  ;277  ;1  ;-14,379  ;-0.0033422  ;-23,548  ;-0.9271  ;37,927
  ;  ;2  ;-14,379  ;-1.0271  ;20,081  ;-0.9271  ;34,461
Beam-28(Circuler tube 1X0.06(16_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;
  ;278  ;1  ;11,739  ;-2.7557  ;-29,727  ;-0.049201  ;41,466
  ;  ;2  ;11,739  ;-2.8316  ;16,676  ;-0.049201  ;28,415
  ;279  ;1  ;11,739  ;-2.8316  ;16,676  ;-0.049201  ;28,415
  ;  ;2  ;11,739  ;-2.9075  ;41,208  ;-0.049201  ;52,947
  ;280  ;1  ;11,739  ;-2.9075  ;41,208  ;-0.049201  ;52,947
  ;  ;2  ;11,739  ;-2.9834  ;43,870  ;-0.049201  ;55,609
  ;281  ;1  ;11,739  ;-2.9834  ;43,870  ;-0.049201  ;55,609
  ;  ;2  ;11,739  ;-3.0593  ;24,660  ;-0.049201  ;36,399
  ;282  ;1  ;11,739  ;-3.0593  ;24,660  ;-0.049201  ;36,399
  ;  ;2  ;11,739  ;-3.1353  ;-16,420  ;-0.049201  ;28,159
Beam-29(Circuler tube 1X0.06(16_GAUGE)(56)[16])  ;  ;  ;  ;  ;  ;  ;
  ;283  ;1  ;-2.0899e+08  ;-9.7198e+08  ;6.973e+08  ;-8.2007e+07  ;1.4052e+09
  ;  ;2  ;-2.0899e+08  ;-8.7663e+08  ;5.9983e+08  ;-8.2007e+07  ;1.2712e+09
  ;284  ;1  ;-2.0899e+08  ;-8.7662e+08  ;5.9983e+08  ;-8.2007e+07  ;1.2712e+09
  ;  ;2  ;-2.0899e+08  ;-7.8127e+08  ;5.0233e+08  ;-8.2007e+07  ;1.1378e+09
  ;285  ;1  ;-2.0899e+08  ;-7.8127e+08  ;5.0233e+08  ;-8.2008e+07  ;1.1378e+09
  ;  ;2  ;-2.0899e+08  ;-6.8591e+08  ;4.0481e+08  ;-8.2008e+07  ;1.0055e+09
  ;286  ;1  ;-2.0899e+08  ;-6.8591e+08  ;4.0481e+08  ;-8.2007e+07  ;1.0055e+09
  ;  ;2  ;-2.0899e+08  ;-5.9056e+08  ;3.0727e+08  ;-8.2007e+07  ;8.7471e+08
  ;287  ;1  ;-2.0899e+08  ;-5.9056e+08  ;3.0727e+08  ;-8.2008e+07  ;8.7471e+08
  ;  ;2  ;-2.0899e+08  ;-4.9521e+08  ;2.0972e+08  ;-8.2008e+07  ;7.4678e+08
  ;288  ;1  ;-2.0899e+08  ;-4.9521e+08  ;2.0972e+08  ;-8.2007e+07  ;7.4678e+08
  ;  ;2  ;-2.09e+08  ;-3.9985e+08  ;1.1213e+08  ;-8.2007e+07  ;6.2427e+08
  ;289  ;1  ;-2.09e+08  ;-3.9985e+08  ;1.1213e+08  ;-8.2007e+07  ;6.2427e+08
  ;  ;2  ;-2.09e+08  ;-3.045e+08  ;1.4535e+07  ;-8.2007e+07  ;5.1384e+08
  ;290  ;1  ;-2.09e+08  ;-3.045e+08  ;1.4535e+07  ;-8.2007e+07  ;5.1384e+08
  ;  ;2  ;-2.09e+08  ;-2.0914e+08  ;-8.3086e+07  ;-8.2007e+07  ;4.3404e+08
  ;291  ;1  ;-2.09e+08  ;-2.0914e+08  ;-8.3086e+07  ;-8.2007e+07  ;4.3404e+08
  ;  ;2  ;-2.09e+08  ;-1.1379e+08  ;-1.8073e+08  ;-8.2007e+07  ;4.2257e+08
  ;292  ;1  ;-2.09e+08  ;-1.1379e+08  ;-1.8073e+08  ;-8.2007e+07  ;4.2257e+08
  ;  ;2  ;-2.09e+08  ;-1.8434e+07  ;-2.7839e+08  ;-8.2007e+07  ;4.88e+08
  ;293  ;1  ;-2.09e+08  ;-1.8434e+07  ;-2.7839e+08  ;-8.2007e+07  ;4.88e+08
  ;  ;2  ;-2.09e+08  ;7.692e+07  ;-3.7607e+08  ;-8.2007e+07  ;5.9286e+08
  ;294  ;1  ;-2.09e+08  ;7.6919e+07  ;-3.7607e+08  ;-8.2007e+07  ;5.9286e+08
  ;  ;2  ;-2.09e+08  ;1.7227e+08  ;-4.7377e+08  ;-8.2007e+07  ;7.1313e+08
  ;295  ;1  ;-2.09e+08  ;1.7228e+08  ;-4.7377e+08  ;-8.2007e+07  ;7.1313e+08
  ;  ;2  ;-2.0901e+08  ;2.6763e+08  ;-5.715e+08  ;-8.2007e+07  ;8.4007e+08
Beam-30(Circuler tube 1X0.06(16_GAUGE)(13)[3])  ;  ;  ;  ;  ;  ;  ;
  ;296  ;1  ;-3.2608e+08  ;1.1147e+08  ;7.0377e+07  ;5.2259e+07  ;4.579e+08
  ;  ;2  ;-3.2608e+08  ;9.1384e+07  ;7.1127e+07  ;5.2259e+07  ;4.4188e+08
  ;297  ;1  ;-3.2608e+08  ;9.1384e+07  ;7.1127e+07  ;5.2259e+07  ;4.4188e+08
  ;  ;2  ;-3.2608e+08  ;7.1317e+07  ;7.1875e+07  ;5.2259e+07  ;4.2733e+08
  ;298  ;1  ;-3.2608e+08  ;7.1317e+07  ;7.1875e+07  ;5.2259e+07  ;4.2733e+08
  ;  ;2  ;-3.2608e+08  ;5.1271e+07  ;7.2625e+07  ;5.2259e+07  ;4.1497e+08
  ;299  ;1  ;-3.2608e+08  ;5.1271e+07  ;7.2625e+07  ;5.2259e+07  ;4.1497e+08
  ;  ;2  ;-3.2608e+08  ;3.1247e+07  ;7.3374e+07  ;5.2259e+07  ;4.0583e+08
  ;300  ;1  ;-3.2608e+08  ;3.1247e+07  ;7.3374e+07  ;5.2259e+07  ;4.0583e+08
  ;  ;2  ;-3.2608e+08  ;1.1242e+07  ;7.4122e+07  ;5.2259e+07  ;4.0105e+08
  ;301  ;1  ;-3.2608e+08  ;1.1242e+07  ;7.4122e+07  ;5.2259e+07  ;4.0105e+08
  ;  ;2  ;-3.2608e+08  ;-8.7411e+06  ;7.4873e+07  ;5.2259e+07  ;4.0146e+08
  ;302  ;1  ;-3.2608e+08  ;-8.741e+06  ;7.4873e+07  ;5.2259e+07  ;4.0146e+08
  ;  ;2  ;-3.2608e+08  ;-2.8704e+07  ;7.5621e+07  ;5.2259e+07  ;4.0696e+08
  ;303  ;1  ;-3.2608e+08  ;-2.8704e+07  ;7.5621e+07  ;5.2259e+07  ;4.0696e+08
  ;  ;2  ;-3.2608e+08  ;-4.8646e+07  ;7.637e+07  ;5.2259e+07  ;4.1662e+08
  ;304  ;1  ;-3.2608e+08  ;-4.8646e+07  ;7.637e+07  ;5.2259e+07  ;4.1662e+08
  ;  ;2  ;-3.2608e+08  ;-6.8566e+07  ;7.712e+07  ;5.2259e+07  ;4.2927e+08
  ;305  ;1  ;-3.2608e+08  ;-6.8566e+07  ;7.712e+07  ;5.2259e+07  ;4.2927e+08
  ;  ;2  ;-3.2607e+08  ;-8.8467e+07  ;7.7868e+07  ;5.2259e+07  ;4.4393e+08
Beam-31(Circuler tube 1X0.06(16_GAUGE)(56)[12])  ;  ;  ;  ;  ;  ;  ;
  ;306  ;1  ;1.3899e+08  ;-8.1524e+08  ;6.5972e+07  ;1.134e+08  ;9.5689e+08
  ;  ;2  ;1.3899e+08  ;-6.741e+08  ;7.0322e+07  ;1.134e+08  ;8.1675e+08
  ;307  ;1  ;1.3899e+08  ;-6.741e+08  ;7.0323e+07  ;1.134e+08  ;8.1675e+08
  ;  ;2  ;1.3899e+08  ;-5.3297e+08  ;7.4689e+07  ;1.134e+08  ;6.7718e+08
  ;308  ;1  ;1.3899e+08  ;-5.3297e+08  ;7.4689e+07  ;1.134e+08  ;6.7718e+08
  ;  ;2  ;1.39e+08  ;-3.9185e+08  ;7.907e+07  ;1.134e+08  ;5.3874e+08
  ;309  ;1  ;1.39e+08  ;-3.9185e+08  ;7.907e+07  ;1.134e+08  ;5.3874e+08
  ;  ;2  ;1.39e+08  ;-2.5072e+08  ;8.3467e+07  ;1.134e+08  ;4.0324e+08
  ;310  ;1  ;1.39e+08  ;-2.5072e+08  ;8.3467e+07  ;1.134e+08  ;4.0324e+08
  ;  ;2  ;1.39e+08  ;-1.0959e+08  ;8.7881e+07  ;1.134e+08  ;2.7948e+08
  ;311  ;1  ;1.39e+08  ;-1.0959e+08  ;8.7881e+07  ;1.134e+08  ;2.7948e+08
  ;  ;2  ;1.39e+08  ;3.1537e+07  ;9.2309e+07  ;1.134e+08  ;2.3655e+08
  ;312  ;1  ;1.39e+08  ;3.1537e+07  ;9.231e+07  ;1.134e+08  ;2.3655e+08
  ;  ;2  ;1.3901e+08  ;1.7266e+08  ;9.6755e+07  ;1.134e+08  ;3.3693e+08
Beam-32(Circuler tube 1X0.06(16_GAUGE)(56)[7])  ;  ;  ;  ;  ;  ;  ;
  ;313  ;1  ;-1.7078e+08  ;-2.1074e+08  ;7.4314e+07  ;5.7703e+07  ;3.9424e+08
  ;  ;2  ;-1.7078e+08  ;-1.9511e+08  ;7.0129e+07  ;5.7703e+07  ;3.7811e+08
  ;314  ;1  ;-1.7078e+08  ;-1.9511e+08  ;7.0129e+07  ;5.7703e+07  ;3.7811e+08
  ;  ;2  ;-1.7078e+08  ;-1.7948e+08  ;6.5924e+07  ;5.7703e+07  ;3.6198e+08
  ;315  ;1  ;-1.7078e+08  ;-1.7948e+08  ;6.5924e+07  ;5.7703e+07  ;3.6198e+08
  ;  ;2  ;-1.7078e+08  ;-1.6384e+08  ;6.1698e+07  ;5.7703e+07  ;3.4585e+08
  ;316  ;1  ;-1.7078e+08  ;-1.6384e+08  ;6.1698e+07  ;5.7703e+07  ;3.4585e+08
  ;  ;2  ;-1.7078e+08  ;-1.4821e+08  ;5.7451e+07  ;5.7703e+07  ;3.2973e+08
  ;317  ;1  ;-1.7078e+08  ;-1.4821e+08  ;5.7451e+07  ;5.7703e+07  ;3.2973e+08
  ;  ;2  ;-1.7078e+08  ;-1.3257e+08  ;5.3182e+07  ;5.7703e+07  ;3.1362e+08
  ;318  ;1  ;-1.7078e+08  ;-1.3257e+08  ;5.3182e+07  ;5.7703e+07  ;3.1362e+08
  ;  ;2  ;-1.7078e+08  ;-1.1694e+08  ;4.8893e+07  ;5.7703e+07  ;2.9753e+08
  ;319  ;1  ;-1.7078e+08  ;-1.1694e+08  ;4.8893e+07  ;5.7703e+07  ;2.9753e+08
  ;  ;2  ;-1.7078e+08  ;-1.0131e+08  ;4.4582e+07  ;5.7703e+07  ;2.8146e+08
  ;320  ;1  ;-1.7078e+08  ;-1.0131e+08  ;4.4582e+07  ;5.7703e+07  ;2.8146e+08
  ;  ;2  ;-1.7078e+08  ;-8.5673e+07  ;4.025e+07  ;5.7703e+07  ;2.6543e+08
  ;321  ;1  ;-1.7078e+08  ;-8.5673e+07  ;4.025e+07  ;5.7703e+07  ;2.6543e+08
  ;  ;2  ;-1.7077e+08  ;-7.004e+07  ;3.5897e+07  ;5.7703e+07  ;2.4948e+08
  ;322  ;1  ;-1.7077e+08  ;-7.004e+07  ;3.5897e+07  ;5.7703e+07  ;2.4948e+08
  ;  ;2  ;-1.7077e+08  ;-5.4406e+07  ;3.1522e+07  ;5.7703e+07  ;2.3365e+08
  ;323  ;1  ;-1.7077e+08  ;-5.4406e+07  ;3.1522e+07  ;5.7703e+07  ;2.3365e+08
  ;  ;2  ;-1.7077e+08  ;-3.8772e+07  ;2.7127e+07  ;5.7703e+07  ;2.1809e+08
  ;324  ;1  ;-1.7077e+08  ;-3.8772e+07  ;2.7127e+07  ;5.7703e+07  ;2.1809e+08
  ;  ;2  ;-1.7077e+08  ;-2.3138e+07  ;2.271e+07  ;5.7703e+07  ;2.0319e+08
  ;325  ;1  ;-1.7077e+08  ;-2.3138e+07  ;2.271e+07  ;5.7703e+07  ;2.0319e+08
  ;  ;2  ;-1.7077e+08  ;-7.5046e+06  ;1.8272e+07  ;5.7703e+07  ;1.9052e+08
  ;326  ;1  ;-1.7077e+08  ;-7.5046e+06  ;1.8272e+07  ;5.7703e+07  ;1.9052e+08
  ;  ;2  ;-1.7077e+08  ;8.1292e+06  ;1.3813e+07  ;5.7703e+07  ;1.868e+08
  ;327  ;1  ;-1.7077e+08  ;8.1292e+06  ;1.3813e+07  ;5.7703e+07  ;1.868e+08
  ;  ;2  ;-1.7077e+08  ;2.3763e+07  ;9.3328e+06  ;5.7703e+07  ;1.963e+08
  ;328  ;1  ;-1.7077e+08  ;2.3763e+07  ;9.3328e+06  ;5.7703e+07  ;1.963e+08
  ;  ;2  ;-1.7077e+08  ;3.9397e+07  ;4.8309e+06  ;5.7703e+07  ;2.1046e+08
  ;329  ;1  ;-1.7077e+08  ;3.9397e+07  ;4.8309e+06  ;5.7703e+07  ;2.1046e+08
  ;  ;2  ;-1.7077e+08  ;5.5031e+07  ;3.0847e+05  ;5.7703e+07  ;2.258e+08
  ;330  ;1  ;-1.7077e+08  ;5.5031e+07  ;3.0877e+05  ;5.7703e+07  ;2.258e+08
  ;  ;2  ;-1.7077e+08  ;7.0665e+07  ;-4.2354e+06  ;5.7703e+07  ;2.4156e+08
  ;331  ;1  ;-1.7077e+08  ;7.0665e+07  ;-4.2362e+06  ;5.7703e+07  ;2.4156e+08
  ;  ;2  ;-1.7077e+08  ;8.6298e+07  ;-8.8006e+06  ;5.7703e+07  ;2.5751e+08
  ;332  ;1  ;-1.7077e+08  ;8.6298e+07  ;-8.8001e+06  ;5.7703e+07  ;2.5751e+08
  ;  ;2  ;-1.7077e+08  ;1.0193e+08  ;-1.3387e+07  ;5.7703e+07  ;2.7357e+08
  ;333  ;1  ;-1.7077e+08  ;1.0193e+08  ;-1.3387e+07  ;5.7703e+07  ;2.7357e+08
  ;  ;2  ;-1.7076e+08  ;1.1757e+08  ;-1.7994e+07  ;5.7703e+07  ;2.897e+08
  ;334  ;1  ;-1.7076e+08  ;1.1757e+08  ;-1.7994e+07  ;5.7703e+07  ;2.897e+08
  ;  ;2  ;-1.7076e+08  ;1.332e+08  ;-2.2622e+07  ;5.7703e+07  ;3.0587e+08
Beam-33(Circuler tube 1X0.06(16_GAUGE)(13)[6])  ;  ;  ;  ;  ;  ;  ;
  ;335  ;1  ;-3.9004e+08  ;9.0562e+08  ;1.9514e+08  ;-1.2126e+08  ;1.3165e+09
  ;  ;2  ;-3.9004e+08  ;7.4636e+08  ;-1.2165e+08  ;-1.2126e+08  ;1.1463e+09
  ;336  ;1  ;-3.9004e+08  ;7.4636e+08  ;-1.2165e+08  ;-1.2126e+08  ;1.1463e+09
  ;  ;2  ;-3.9004e+08  ;5.8709e+08  ;-4.3847e+08  ;-1.2126e+08  ;1.1228e+09
  ;337  ;1  ;-3.9004e+08  ;5.8709e+08  ;-4.3847e+08  ;-1.2126e+08  ;1.1228e+09
  ;  ;2  ;-3.9004e+08  ;4.2782e+08  ;-7.553e+08  ;-1.2126e+08  ;1.2581e+09
  ;338  ;1  ;-3.9004e+08  ;4.2782e+08  ;-7.553e+08  ;-1.2126e+08  ;1.2581e+09
  ;  ;2  ;-3.9004e+08  ;2.6856e+08  ;-1.0722e+09  ;-1.2126e+08  ;1.4953e+09
