sep=;
11:57; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;226  ;1  ;3.0897e+05  ;7.5253e+06  ;1.9759e+07  ;3.1652e+06  ;2.1452e+07
  ;  ;2  ;3.0807e+05  ;7.2241e+06  ;1.81e+07  ;3.1652e+06  ;1.9797e+07
  ;227  ;1  ;2.0291e+05  ;5.7567e+06  ;1.8311e+07  ;3.5863e+06  ;1.9398e+07
  ;  ;2  ;2.0192e+05  ;5.4802e+06  ;1.6529e+07  ;3.5863e+06  ;1.7616e+07
  ;228  ;1  ;91,149  ;3.8901e+06  ;1.6698e+07  ;3.8965e+06  ;1.7237e+07
  ;  ;2  ;90,077  ;3.6487e+06  ;1.4844e+07  ;3.8965e+06  ;1.5376e+07
Beam-24(Circuler tube 1X0.06(16_GAUGE)(56)[14])  ;  ;  ;  ;  ;  ;  ;
  ;229  ;1  ;31,388  ;190.96  ;245.92  ;-0  ;31,700
  ;  ;2  ;31,305  ;-190.27  ;-305.91  ;0  ;31,665
  ;230  ;1  ;-2.8626e+08  ;-1.0709e+08  ;3.8635e+07  ;1.0815e+07  ;4.0011e+08
  ;  ;2  ;-2.8626e+08  ;-9.8304e+07  ;3.5359e+07  ;1.0815e+07  ;3.9073e+08
  ;231  ;1  ;-2.8626e+08  ;-9.8304e+07  ;3.536e+07  ;1.0815e+07  ;3.9073e+08
  ;  ;2  ;-2.8626e+08  ;-8.9519e+07  ;3.206e+07  ;1.0815e+07  ;3.8135e+08
  ;232  ;1  ;-2.8626e+08  ;-8.952e+07  ;3.2059e+07  ;1.0815e+07  ;3.8135e+08
  ;  ;2  ;-2.8626e+08  ;-8.0736e+07  ;2.8738e+07  ;1.0815e+07  ;3.7196e+08
  ;233  ;1  ;-2.8626e+08  ;-8.0736e+07  ;2.8738e+07  ;1.0815e+07  ;3.7196e+08
  ;  ;2  ;-2.8626e+08  ;-7.1953e+07  ;2.5393e+07  ;1.0815e+07  ;3.6257e+08
  ;234  ;1  ;-2.8626e+08  ;-7.1953e+07  ;2.5394e+07  ;1.0815e+07  ;3.6257e+08
  ;  ;2  ;-2.8627e+08  ;-6.3168e+07  ;2.2029e+07  ;1.0815e+07  ;3.5316e+08
  ;235  ;1  ;-2.8627e+08  ;-6.3168e+07  ;2.2029e+07  ;1.0815e+07  ;3.5316e+08
  ;  ;2  ;-2.8627e+08  ;-5.4382e+07  ;1.8643e+07  ;1.0815e+07  ;3.4375e+08
  ;236  ;1  ;-2.8627e+08  ;-5.4382e+07  ;1.8643e+07  ;1.0815e+07  ;3.4375e+08
  ;  ;2  ;-2.8627e+08  ;-4.5598e+07  ;1.5232e+07  ;1.0815e+07  ;3.3434e+08
  ;237  ;1  ;-2.8627e+08  ;-4.5598e+07  ;1.5233e+07  ;1.0815e+07  ;3.3434e+08
  ;  ;2  ;-2.8627e+08  ;-3.6812e+07  ;1.1801e+07  ;1.0815e+07  ;3.2492e+08
  ;238  ;1  ;-2.8627e+08  ;-3.6812e+07  ;1.1801e+07  ;1.0815e+07  ;3.2492e+08
  ;  ;2  ;-2.8627e+08  ;-2.8027e+07  ;8.3468e+06  ;1.0815e+07  ;3.1551e+08
  ;239  ;1  ;-2.8627e+08  ;-2.8027e+07  ;8.3468e+06  ;1.0815e+07  ;3.1551e+08
  ;  ;2  ;-2.8627e+08  ;-1.9241e+07  ;4.8721e+06  ;1.0815e+07  ;3.0612e+08
  ;240  ;1  ;-2.8627e+08  ;-1.9241e+07  ;4.8721e+06  ;1.0815e+07  ;3.0612e+08
  ;  ;2  ;-2.8627e+08  ;-1.0455e+07  ;1.3761e+06  ;1.0815e+07  ;2.9681e+08
  ;241  ;1  ;-2.8627e+08  ;-1.0455e+07  ;1.3761e+06  ;1.0815e+07  ;2.9681e+08
  ;  ;2  ;-2.8627e+08  ;-1.6685e+06  ;-2.144e+06  ;1.0815e+07  ;2.8899e+08
  ;242  ;1  ;-2.8627e+08  ;-1.6685e+06  ;-2.144e+06  ;1.0815e+07  ;2.8899e+08
  ;  ;2  ;-2.8627e+08  ;7.1174e+06  ;-5.6854e+06  ;1.0815e+07  ;2.9538e+08
  ;243  ;1  ;-2.8627e+08  ;7.1174e+06  ;-5.6854e+06  ;1.0815e+07  ;2.9538e+08
  ;  ;2  ;-2.8627e+08  ;1.5905e+07  ;-9.2479e+06  ;1.0815e+07  ;3.0467e+08
  ;244  ;1  ;-2.8627e+08  ;1.5905e+07  ;-9.248e+06  ;1.0815e+07  ;3.0467e+08
  ;  ;2  ;-2.8627e+08  ;2.4691e+07  ;-1.2833e+07  ;1.0815e+07  ;3.141e+08
  ;245  ;1  ;-2.8627e+08  ;2.4691e+07  ;-1.2833e+07  ;1.0815e+07  ;3.141e+08
  ;  ;2  ;-2.8627e+08  ;3.3479e+07  ;-1.6441e+07  ;1.0815e+07  ;3.2357e+08
  ;246  ;1  ;-2.8627e+08  ;3.3479e+07  ;-1.6441e+07  ;1.0815e+07  ;3.2357e+08
  ;  ;2  ;-2.8627e+08  ;4.2267e+07  ;-2.0069e+07  ;1.0815e+07  ;3.3306e+08
  ;247  ;1  ;-2.8627e+08  ;4.2267e+07  ;-2.007e+07  ;1.0815e+07  ;3.3306e+08
  ;  ;2  ;-2.8627e+08  ;5.1054e+07  ;-2.3721e+07  ;1.0815e+07  ;3.4257e+08
  ;248  ;1  ;-2.8627e+08  ;5.1054e+07  ;-2.3721e+07  ;1.0815e+07  ;3.4257e+08
  ;  ;2  ;-2.8627e+08  ;5.9842e+07  ;-2.7395e+07  ;1.0815e+07  ;3.5209e+08
  ;249  ;1  ;-2.8627e+08  ;5.9842e+07  ;-2.7395e+07  ;1.0815e+07  ;3.5209e+08
  ;  ;2  ;-2.8627e+08  ;6.8631e+07  ;-3.1089e+07  ;1.0815e+07  ;3.6162e+08
  ;250  ;1  ;-2.8627e+08  ;6.8631e+07  ;-3.1089e+07  ;1.0815e+07  ;3.6162e+08
  ;  ;2  ;-2.8628e+08  ;7.7418e+07  ;-3.4805e+07  ;1.0815e+07  ;3.7116e+08
  ;251  ;1  ;-2.8628e+08  ;7.7419e+07  ;-3.4805e+07  ;1.0815e+07  ;3.7116e+08
  ;  ;2  ;-2.8628e+08  ;8.6208e+07  ;-3.8544e+07  ;1.0815e+07  ;3.8071e+08
  ;252  ;1  ;-2.8628e+08  ;8.6208e+07  ;-3.8544e+07  ;1.0815e+07  ;3.8071e+08
  ;  ;2  ;-2.8628e+08  ;9.4998e+07  ;-4.2304e+07  ;1.0815e+07  ;3.9027e+08
Beam-25(Circuler tube 1X0.06(16_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;
  ;253  ;1  ;-9,022.7  ;-0  ;-7,580.2  ;-0  ;16,603
  ;  ;2  ;-6,143.2  ;0  ;-628.87  ;0  ;6,772
  ;254  ;1  ;-6,143.2  ;-0  ;-628.87  ;-0  ;6,772
  ;  ;2  ;-3,263.6  ;0  ;3,093.1  ;0  ;6,356.7
  ;255  ;1  ;-3,263.6  ;-0  ;3,093.1  ;-0  ;6,356.7
  ;  ;2  ;-384.04  ;0  ;3,585.7  ;0  ;3,969.8
  ;256  ;1  ;-384.04  ;-0  ;3,585.7  ;-0  ;3,969.8
  ;  ;2  ;2,495.5  ;0  ;848.97  ;0  ;3,344.5
Beam-26(Circuler tube 1X0.06(16_GAUGE)(6)[3])  ;  ;  ;  ;  ;  ;  ;
  ;257  ;1  ;-5.1969e+08  ;-2.0482e+08  ;-2.3961e+08  ;2.2174e+07  ;8.3492e+08
  ;  ;2  ;-5.1969e+08  ;-1.7675e+08  ;-2.0776e+08  ;2.2174e+07  ;7.9246e+08
  ;258  ;1  ;-5.1969e+08  ;-1.7674e+08  ;-2.0776e+08  ;2.2173e+07  ;7.9246e+08
  ;  ;2  ;-5.1969e+08  ;-1.4867e+08  ;-1.7593e+08  ;2.2173e+07  ;7.5003e+08
  ;259  ;1  ;-5.1969e+08  ;-1.4867e+08  ;-1.7593e+08  ;2.2174e+07  ;7.5003e+08
  ;  ;2  ;-5.1969e+08  ;-1.2059e+08  ;-1.4411e+08  ;2.2174e+07  ;7.0761e+08
  ;260  ;1  ;-5.1969e+08  ;-1.2059e+08  ;-1.4412e+08  ;2.2173e+07  ;7.0761e+08
  ;  ;2  ;-5.1969e+08  ;-9.252e+07  ;-1.1232e+08  ;2.2173e+07  ;6.6521e+08
  ;261  ;1  ;-5.1969e+08  ;-9.252e+07  ;-1.1232e+08  ;2.2174e+07  ;6.6521e+08
  ;  ;2  ;-5.1969e+08  ;-6.4444e+07  ;-8.0552e+07  ;2.2174e+07  ;6.2285e+08
  ;262  ;1  ;-5.1969e+08  ;-6.4444e+07  ;-8.0552e+07  ;2.2174e+07  ;6.2285e+08
  ;  ;2  ;-5.1969e+08  ;-3.6368e+07  ;-4.8801e+07  ;2.2174e+07  ;5.8055e+08
  ;263  ;1  ;-5.1969e+08  ;-3.6368e+07  ;-4.8801e+07  ;2.2173e+07  ;5.8055e+08
  ;  ;2  ;-5.1969e+08  ;-8.2945e+06  ;-1.7071e+07  ;2.2173e+07  ;5.3867e+08
  ;264  ;1  ;-5.1969e+08  ;-8.2945e+06  ;-1.7071e+07  ;2.2174e+07  ;5.3867e+08
  ;  ;2  ;-5.1969e+08  ;1.9781e+07  ;1.4637e+07  ;2.2174e+07  ;5.443e+08
  ;265  ;1  ;-5.1834e+08  ;-2.6575e+07  ;-2.0758e+07  ;1.432e+07  ;5.5206e+08
  ;  ;2  ;-5.1834e+08  ;1.2305e+06  ;-1.2979e+06  ;1.432e+07  ;5.2013e+08
  ;266  ;1  ;-5.1834e+08  ;1.2305e+06  ;-1.2979e+06  ;1.432e+07  ;5.2013e+08
  ;  ;2  ;-5.1834e+08  ;2.9039e+07  ;1.8142e+07  ;1.432e+07  ;5.5258e+08
  ;267  ;1  ;-5.1834e+08  ;2.9039e+07  ;1.8142e+07  ;1.432e+07  ;5.5258e+08
  ;  ;2  ;-5.1834e+08  ;5.6844e+07  ;3.7561e+07  ;1.432e+07  ;5.8647e+08
  ;268  ;1  ;-5.1834e+08  ;5.6844e+07  ;3.7561e+07  ;1.432e+07  ;5.8647e+08
  ;  ;2  ;-5.1834e+08  ;8.4649e+07  ;5.6956e+07  ;1.432e+07  ;6.2037e+08
  ;269  ;1  ;-5.1834e+08  ;8.4649e+07  ;5.6956e+07  ;1.432e+07  ;6.2037e+08
  ;  ;2  ;-5.1834e+08  ;1.1246e+08  ;7.6334e+07  ;1.432e+07  ;6.5426e+08
  ;270  ;1  ;-5.1834e+08  ;1.1246e+08  ;7.6334e+07  ;1.432e+07  ;6.5426e+08
  ;  ;2  ;-5.1834e+08  ;1.4026e+08  ;9.5691e+07  ;1.432e+07  ;6.8813e+08
  ;271  ;1  ;-5.1834e+08  ;1.4026e+08  ;9.5691e+07  ;1.432e+07  ;6.8813e+08
  ;  ;2  ;-5.1834e+08  ;1.6807e+08  ;1.1503e+08  ;1.432e+07  ;7.22e+08
  ;272  ;1  ;-5.1834e+08  ;1.6807e+08  ;1.1503e+08  ;1.432e+07  ;7.22e+08
  ;  ;2  ;-5.1834e+08  ;1.9587e+08  ;1.3434e+08  ;1.432e+07  ;7.5585e+08
Beam-27(Circuler tube 1X0.06(16_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;
  ;273  ;1  ;-9.518e+07  ;-1.0073e+08  ;6.6874e+07  ;-6.1222e+05  ;2.1609e+08
  ;  ;2  ;-9.518e+07  ;-1.0631e+08  ;7.1397e+07  ;-6.1222e+05  ;2.2324e+08
  ;274  ;1  ;-9.518e+07  ;-1.0631e+08  ;7.1397e+07  ;-6.1218e+05  ;2.2324e+08
  ;  ;2  ;-9.518e+07  ;-1.1188e+08  ;7.5941e+07  ;-6.1218e+05  ;2.304e+08
  ;275  ;1  ;-9.518e+07  ;-1.1188e+08  ;7.5941e+07  ;-6.1218e+05  ;2.304e+08
  ;  ;2  ;-9.518e+07  ;-1.1746e+08  ;8.0508e+07  ;-6.1218e+05  ;2.3758e+08
  ;276  ;1  ;-9.518e+07  ;-1.1746e+08  ;8.0508e+07  ;-6.1218e+05  ;2.3758e+08
  ;  ;2  ;-9.518e+07  ;-1.2303e+08  ;8.5096e+07  ;-6.1218e+05  ;2.4478e+08
  ;277  ;1  ;-9.518e+07  ;-1.2303e+08  ;8.5096e+07  ;-6.1213e+05  ;2.4478e+08
  ;  ;2  ;-9.518e+07  ;-1.2861e+08  ;8.9705e+07  ;-6.1213e+05  ;2.5198e+08
Beam-28(Circuler tube 1X0.06(16_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;
  ;278  ;1  ;-1.1489e+08  ;-4.6835e+06  ;4.7016e+07  ;-2.7749e+05  ;1.6214e+08
  ;  ;2  ;-1.1489e+08  ;-3.1521e+07  ;5.5007e+07  ;-2.7749e+05  ;1.7829e+08
  ;279  ;1  ;-1.1489e+08  ;-3.1521e+07  ;5.5007e+07  ;-2.7749e+05  ;1.7829e+08
  ;  ;2  ;-1.1489e+08  ;-5.8359e+07  ;6.2975e+07  ;-2.7749e+05  ;2.0075e+08
  ;280  ;1  ;-1.1489e+08  ;-5.8359e+07  ;6.2975e+07  ;-2.7749e+05  ;2.0075e+08
  ;  ;2  ;-1.1489e+08  ;-8.5196e+07  ;7.0922e+07  ;-2.7749e+05  ;2.2574e+08
  ;281  ;1  ;-1.1489e+08  ;-8.5196e+07  ;7.0922e+07  ;-2.7749e+05  ;2.2574e+08
  ;  ;2  ;-1.1489e+08  ;-1.1203e+08  ;7.8847e+07  ;-2.7749e+05  ;2.5189e+08
  ;282  ;1  ;-1.1489e+08  ;-1.1203e+08  ;7.8847e+07  ;-2.7749e+05  ;2.5189e+08
  ;  ;2  ;-1.1489e+08  ;-1.3887e+08  ;8.675e+07  ;-2.7749e+05  ;2.7863e+08
Beam-29(Circuler tube 1X0.06(16_GAUGE)(56)[16])  ;  ;  ;  ;  ;  ;  ;
  ;283  ;1  ;-5.2687e+07  ;8.342e+06  ;-7.9014e+07  ;1.5971e+07  ;1.3214e+08
  ;  ;2  ;-5.2688e+07  ;3.4754e+06  ;-7.0614e+07  ;1.5971e+07  ;1.2339e+08
  ;284  ;1  ;-5.2688e+07  ;3.4748e+06  ;-7.0614e+07  ;1.5971e+07  ;1.2339e+08
  ;  ;2  ;-5.269e+07  ;-1.3912e+06  ;-6.2234e+07  ;1.5971e+07  ;1.1494e+08
  ;285  ;1  ;-5.269e+07  ;-1.391e+06  ;-6.2234e+07  ;1.5971e+07  ;1.1494e+08
  ;  ;2  ;-5.2691e+07  ;-6.2572e+06  ;-5.3875e+07  ;1.5971e+07  ;1.0693e+08
  ;286  ;1  ;-5.2691e+07  ;-6.2572e+06  ;-5.3875e+07  ;1.5971e+07  ;1.0693e+08
  ;  ;2  ;-5.2693e+07  ;-1.1123e+07  ;-4.5537e+07  ;1.5971e+07  ;9.9568e+07
  ;287  ;1  ;-5.2693e+07  ;-1.1123e+07  ;-4.5537e+07  ;1.5971e+07  ;9.9568e+07
  ;  ;2  ;-5.2694e+07  ;-1.599e+07  ;-3.7218e+07  ;1.5971e+07  ;9.3202e+07
  ;288  ;1  ;-5.2694e+07  ;-1.599e+07  ;-3.7218e+07  ;1.5971e+07  ;9.3202e+07
  ;  ;2  ;-5.2695e+07  ;-2.0856e+07  ;-2.8921e+07  ;1.5971e+07  ;8.8352e+07
  ;289  ;1  ;-5.2695e+07  ;-2.0856e+07  ;-2.8921e+07  ;1.5971e+07  ;8.8352e+07
  ;  ;2  ;-5.2697e+07  ;-2.5722e+07  ;-2.0643e+07  ;1.5971e+07  ;8.5678e+07
  ;290  ;1  ;-5.2697e+07  ;-2.5722e+07  ;-2.0643e+07  ;1.5971e+07  ;8.5678e+07
  ;  ;2  ;-5.2698e+07  ;-3.0588e+07  ;-1.2386e+07  ;1.5971e+07  ;8.5699e+07
  ;291  ;1  ;-5.2698e+07  ;-3.0588e+07  ;-1.2386e+07  ;1.5971e+07  ;8.5699e+07
  ;  ;2  ;-5.27e+07  ;-3.5455e+07  ;-4.1497e+06  ;1.5971e+07  ;8.8396e+07
  ;292  ;1  ;-5.27e+07  ;-3.5455e+07  ;-4.1497e+06  ;1.5971e+07  ;8.8396e+07
  ;  ;2  ;-5.2701e+07  ;-4.0321e+07  ;4.0668e+06  ;1.5971e+07  ;9.3227e+07
  ;293  ;1  ;-5.2701e+07  ;-4.0321e+07  ;4.0668e+06  ;1.5971e+07  ;9.3227e+07
  ;  ;2  ;-5.2703e+07  ;-4.5187e+07  ;1.2262e+07  ;1.5971e+07  ;9.9524e+07
  ;294  ;1  ;-5.2703e+07  ;-4.5187e+07  ;1.2263e+07  ;1.5971e+07  ;9.9524e+07
  ;  ;2  ;-5.2704e+07  ;-5.0054e+07  ;2.0438e+07  ;1.5971e+07  ;1.0677e+08
  ;295  ;1  ;-5.2704e+07  ;-5.0054e+07  ;2.0438e+07  ;1.5971e+07  ;1.0677e+08
  ;  ;2  ;-5.2705e+07  ;-5.492e+07  ;2.8592e+07  ;1.5971e+07  ;1.1462e+08
Beam-30(Circuler tube 1X0.06(16_GAUGE)(13)[3])  ;  ;  ;  ;  ;  ;  ;
  ;296  ;1  ;-3.7686e+08  ;7.5083e+07  ;-1.2216e+07  ;4.5081e+07  ;4.5293e+08
  ;  ;2  ;-3.7686e+08  ;6.6116e+07  ;-2.9676e+06  ;4.5081e+07  ;4.4304e+08
  ;297  ;1  ;-3.7686e+08  ;6.6116e+07  ;-2.9676e+06  ;4.5081e+07  ;4.4304e+08
  ;  ;2  ;-3.7686e+08  ;5.7169e+07  ;6.2793e+06  ;4.5081e+07  ;4.3437e+08
  ;298  ;1  ;-3.7686e+08  ;5.7169e+07  ;6.2793e+06  ;4.5081e+07  ;4.3437e+08
  ;  ;2  ;-3.7686e+08  ;4.8243e+07  ;1.5527e+07  ;4.5081e+07  ;4.2754e+08
  ;299  ;1  ;-3.7686e+08  ;4.8243e+07  ;1.5527e+07  ;4.5081e+07  ;4.2754e+08
  ;  ;2  ;-3.7686e+08  ;3.9339e+07  ;2.4775e+07  ;4.5081e+07  ;4.2335e+08
  ;300  ;1  ;-3.7686e+08  ;3.9339e+07  ;2.4775e+07  ;4.5081e+07  ;4.2335e+08
  ;  ;2  ;-3.7686e+08  ;3.0453e+07  ;3.4022e+07  ;4.5081e+07  ;4.2252e+08
  ;301  ;1  ;-3.7686e+08  ;3.0453e+07  ;3.4022e+07  ;4.5081e+07  ;4.2252e+08
  ;  ;2  ;-3.7686e+08  ;2.1591e+07  ;4.3271e+07  ;4.5081e+07  ;4.2522e+08
  ;302  ;1  ;-3.7686e+08  ;2.1591e+07  ;4.327e+07  ;4.5081e+07  ;4.2522e+08
  ;  ;2  ;-3.7686e+08  ;1.2748e+07  ;5.2517e+07  ;4.5081e+07  ;4.309e+08
  ;303  ;1  ;-3.7686e+08  ;1.2748e+07  ;5.2517e+07  ;4.5081e+07  ;4.309e+08
  ;  ;2  ;-3.7686e+08  ;3.9257e+06  ;6.1765e+07  ;4.5081e+07  ;4.3875e+08
  ;304  ;1  ;-3.7686e+08  ;3.9256e+06  ;6.1765e+07  ;4.5081e+07  ;4.3875e+08
  ;  ;2  ;-3.7686e+08  ;-4.8747e+06  ;7.1013e+07  ;4.5081e+07  ;4.4804e+08
  ;305  ;1  ;-3.7686e+08  ;-4.8744e+06  ;7.1013e+07  ;4.5081e+07  ;4.4804e+08
  ;  ;2  ;-3.7686e+08  ;-1.3656e+07  ;8.026e+07  ;4.5081e+07  ;4.5827e+08
Beam-31(Circuler tube 1X0.06(16_GAUGE)(56)[12])  ;  ;  ;  ;  ;  ;  ;
  ;306  ;1  ;7.204e+07  ;-4.3265e+08  ;6.3287e+07  ;5.1775e+07  ;5.0929e+08
  ;  ;2  ;7.2042e+07  ;-3.5084e+08  ;6.008e+07  ;5.1775e+07  ;4.2799e+08
  ;307  ;1  ;7.2042e+07  ;-3.5084e+08  ;6.0081e+07  ;5.1775e+07  ;4.2799e+08
  ;  ;2  ;7.2044e+07  ;-2.6903e+08  ;5.689e+07  ;5.1775e+07  ;3.4703e+08
  ;308  ;1  ;7.2044e+07  ;-2.6903e+08  ;5.689e+07  ;5.1775e+07  ;3.4703e+08
  ;  ;2  ;7.2047e+07  ;-1.8723e+08  ;5.3715e+07  ;5.1775e+07  ;2.6683e+08
  ;309  ;1  ;7.2047e+07  ;-1.8723e+08  ;5.3715e+07  ;5.1775e+07  ;2.6683e+08
  ;  ;2  ;7.2049e+07  ;-1.0542e+08  ;5.0556e+07  ;5.1775e+07  ;1.8897e+08
  ;310  ;1  ;7.2049e+07  ;-1.0542e+08  ;5.0556e+07  ;5.1775e+07  ;1.8897e+08
  ;  ;2  ;7.2051e+07  ;-2.3617e+07  ;4.7412e+07  ;5.1775e+07  ;1.2502e+08
  ;311  ;1  ;7.2051e+07  ;-2.3618e+07  ;4.7412e+07  ;5.1775e+07  ;1.2502e+08
  ;  ;2  ;7.2053e+07  ;5.8186e+07  ;4.4284e+07  ;5.1775e+07  ;1.4517e+08
  ;312  ;1  ;7.2053e+07  ;5.8186e+07  ;4.4285e+07  ;5.1775e+07  ;1.4517e+08
  ;  ;2  ;7.2055e+07  ;1.3999e+08  ;4.1173e+07  ;5.1775e+07  ;2.1797e+08
Beam-32(Circuler tube 1X0.06(16_GAUGE)(56)[7])  ;  ;  ;  ;  ;  ;  ;
  ;313  ;1  ;-1.0765e+08  ;6.4903e+07  ;1.5198e+08  ;9.0289e+06  ;2.7291e+08
  ;  ;2  ;-1.0765e+08  ;5.9161e+07  ;1.4061e+08  ;9.0289e+06  ;2.602e+08
  ;314  ;1  ;-1.0765e+08  ;5.9161e+07  ;1.4061e+08  ;9.0289e+06  ;2.602e+08
  ;  ;2  ;-1.0765e+08  ;5.3418e+07  ;1.2923e+08  ;9.0289e+06  ;2.4748e+08
  ;315  ;1  ;-1.0765e+08  ;5.3418e+07  ;1.2923e+08  ;9.0289e+06  ;2.4748e+08
  ;  ;2  ;-1.0765e+08  ;4.7676e+07  ;1.1782e+08  ;9.0289e+06  ;2.3475e+08
  ;316  ;1  ;-1.0765e+08  ;4.7676e+07  ;1.1782e+08  ;9.0289e+06  ;2.3475e+08
  ;  ;2  ;-1.0765e+08  ;4.1933e+07  ;1.0639e+08  ;9.0289e+06  ;2.2201e+08
  ;317  ;1  ;-1.0765e+08  ;4.1933e+07  ;1.0639e+08  ;9.0289e+06  ;2.2201e+08
  ;  ;2  ;-1.0765e+08  ;3.6191e+07  ;9.4943e+07  ;9.0289e+06  ;2.0926e+08
  ;318  ;1  ;-1.0765e+08  ;3.6191e+07  ;9.4943e+07  ;9.0289e+06  ;2.0926e+08
  ;  ;2  ;-1.0765e+08  ;3.0448e+07  ;8.3473e+07  ;9.0289e+06  ;1.965e+08
  ;319  ;1  ;-1.0765e+08  ;3.0448e+07  ;8.3473e+07  ;9.0289e+06  ;1.965e+08
  ;  ;2  ;-1.0765e+08  ;2.4705e+07  ;7.1982e+07  ;9.0289e+06  ;1.8375e+08
  ;320  ;1  ;-1.0765e+08  ;2.4706e+07  ;7.1982e+07  ;9.0289e+06  ;1.8375e+08
  ;  ;2  ;-1.0765e+08  ;1.8963e+07  ;6.0469e+07  ;9.0289e+06  ;1.7102e+08
  ;321  ;1  ;-1.0765e+08  ;1.8963e+07  ;6.0469e+07  ;9.0289e+06  ;1.7102e+08
  ;  ;2  ;-1.0765e+08  ;1.322e+07  ;4.8935e+07  ;9.0289e+06  ;1.5833e+08
  ;322  ;1  ;-1.0765e+08  ;1.322e+07  ;4.8935e+07  ;9.0289e+06  ;1.5833e+08
  ;  ;2  ;-1.0764e+08  ;7.4778e+06  ;3.738e+07  ;9.0289e+06  ;1.4577e+08
  ;323  ;1  ;-1.0764e+08  ;7.4778e+06  ;3.738e+07  ;9.0289e+06  ;1.4577e+08
  ;  ;2  ;-1.0764e+08  ;1.7352e+06  ;2.5805e+07  ;9.0289e+06  ;1.3351e+08
  ;324  ;1  ;-1.0764e+08  ;1.7353e+06  ;2.5805e+07  ;9.0289e+06  ;1.3351e+08
  ;  ;2  ;-1.0764e+08  ;-4.0073e+06  ;1.4207e+07  ;9.0289e+06  ;1.224e+08
  ;325  ;1  ;-1.0764e+08  ;-4.0073e+06  ;1.4207e+07  ;9.0289e+06  ;1.224e+08
  ;  ;2  ;-1.0764e+08  ;-9.7499e+06  ;2.5885e+06  ;9.0289e+06  ;1.1773e+08
  ;326  ;1  ;-1.0764e+08  ;-9.7499e+06  ;2.5885e+06  ;9.0289e+06  ;1.1773e+08
  ;  ;2  ;-1.0764e+08  ;-1.5492e+07  ;-9.0506e+06  ;9.0289e+06  ;1.2558e+08
  ;327  ;1  ;-1.0764e+08  ;-1.5492e+07  ;-9.0506e+06  ;9.0289e+06  ;1.2558e+08
  ;  ;2  ;-1.0764e+08  ;-2.1235e+07  ;-2.0711e+07  ;9.0289e+06  ;1.373e+08
  ;328  ;1  ;-1.0764e+08  ;-2.1235e+07  ;-2.0711e+07  ;9.0289e+06  ;1.373e+08
  ;  ;2  ;-1.0764e+08  ;-2.6978e+07  ;-3.2394e+07  ;9.0289e+06  ;1.498e+08
  ;329  ;1  ;-1.0764e+08  ;-2.6978e+07  ;-3.2394e+07  ;9.0289e+06  ;1.498e+08
  ;  ;2  ;-1.0764e+08  ;-3.272e+07  ;-4.4097e+07  ;9.0289e+06  ;1.6255e+08
  ;330  ;1  ;-1.0764e+08  ;-3.272e+07  ;-4.4097e+07  ;9.0289e+06  ;1.6255e+08
  ;  ;2  ;-1.0764e+08  ;-3.8462e+07  ;-5.5821e+07  ;9.0289e+06  ;1.7543e+08
  ;331  ;1  ;-1.0764e+08  ;-3.8462e+07  ;-5.5821e+07  ;9.0289e+06  ;1.7543e+08
  ;  ;2  ;-1.0764e+08  ;-4.4206e+07  ;-6.7566e+07  ;9.0289e+06  ;1.8838e+08
  ;332  ;1  ;-1.0764e+08  ;-4.4205e+07  ;-6.7566e+07  ;9.0289e+06  ;1.8838e+08
  ;  ;2  ;-1.0764e+08  ;-4.9948e+07  ;-7.9333e+07  ;9.0289e+06  ;2.0138e+08
  ;333  ;1  ;-1.0764e+08  ;-4.9948e+07  ;-7.9333e+07  ;9.0289e+06  ;2.0138e+08
  ;  ;2  ;-1.0764e+08  ;-5.569e+07  ;-9.1121e+07  ;9.0289e+06  ;2.1443e+08
  ;334  ;1  ;-1.0764e+08  ;-5.569e+07  ;-9.1121e+07  ;9.0289e+06  ;2.1443e+08
  ;  ;2  ;-1.0763e+08  ;-6.1433e+07  ;-1.0293e+08  ;9.0289e+06  ;2.275e+08
Beam-33(Circuler tube 1X0.06(16_GAUGE)(13)[6])  ;  ;  ;  ;  ;  ;  ;
  ;335  ;1  ;-4.1303e+08  ;3.7724e+08  ;1.2292e+09  ;-2.0271e+07  ;1.6988e+09
  ;  ;2  ;-4.1303e+08  ;2.5447e+08  ;7.9899e+08  ;-2.0271e+07  ;1.2516e+09
  ;336  ;1  ;-4.1303e+08  ;2.5447e+08  ;7.9899e+08  ;-2.0271e+07  ;1.2516e+09
  ;  ;2  ;-4.1303e+08  ;1.317e+08  ;3.688e+08  ;-2.0271e+07  ;8.0465e+08
  ;337  ;1  ;-4.1303e+08  ;1.317e+08  ;3.688e+08  ;-2.0271e+07  ;8.0465e+08
  ;  ;2  ;-4.1303e+08  ;8.9266e+06  ;-6.1407e+07  ;-2.0271e+07  ;4.7509e+08
  ;338  ;1  ;-4.1303e+08  ;8.9266e+06  ;-6.1407e+07  ;-2.0271e+07  ;4.7509e+08
